"review_id","star_rating","helpful_votes","total_votes","vine","verified_purchase"
"R2I2FBORGLCF83",5,30,33,"N","N"
"R2WBPPACUUKVA3",5,200,226,"N","N"
"R8YEFS8NW429I",5,60,63,"N","N"
"R2JSL16ELPV85Q",5,142,158,"N","Y"
"R2MCX3SXVH2S84",5,28,48,"N","N"
"R3B9V53QI0IGIV",1,24,31,"N","Y"
"R1MD3IFN0HRZRP",4,74,83,"N","Y"
"RXIWY434VGN1D",5,100,107,"N","Y"
"R25AUDGNFPH0K1",5,80,84,"N","Y"
"R1MDT4DG9TYNA1",5,184,191,"N","N"
"R3FZWRF6BWUH1S",4,237,256,"N","N"
"R2M91W8928U3E1",5,34,38,"N","Y"
"R2F8HWDKRY3KC4",4,43,46,"N","Y"
"R1ZA0YL1KGWGRC",5,23,26,"N","N"
"R4TE45B60MGQN",4,28,33,"N","Y"
"R3EY1GRN0OV7UP",4,200,216,"N","Y"
"R2M1WWBN51YENN",1,182,214,"N","Y"
"R1F3Q3P7GY7TH4",5,29,34,"N","Y"
"R234U5QC4T6CSJ",2,20,21,"N","N"
"R19BZ4O7UEZXQI",5,23,24,"N","Y"
"RTVP9RMO9AIFQ",5,27,29,"N","Y"
"R1U0Z6N7RBEV62",1,30,38,"N","Y"
"R2UGYGG1YVXG6J",5,49,56,"N","N"
"R3S3LA9GD82SKM",5,111,114,"N","N"
"R1T8HRJL8WRVU4",4,20,22,"N","Y"
"R2WZHOP6ZKRWR2",5,25,29,"N","N"
"R1FBBNSHUGPXJM",5,53,54,"N","Y"
"RZVIL46F9PREU",2,77,78,"N","Y"
"R1GCHMRCF01YI4",5,20,23,"N","Y"
"R3UYR0SEAWSE0P",5,22,23,"N","Y"
"R1C0DGPQ87ESLG",4,32,33,"N","N"
"R42NZ31GVHR95",4,24,24,"N","N"
"RDLTXAHFC58ST",5,21,23,"N","Y"
"R26Z4OQ9GP27YO",5,47,49,"N","N"
"R2Q51RIPF8B0PB",5,32,37,"N","Y"
"R3SZUR2PGE9Z4F",5,25,26,"N","Y"
"R14JITTD0NYGLX",5,109,113,"N","Y"
"R2CFGSAJB10WSB",5,20,22,"N","Y"
"R1DYCOSHTWDDUD",1,40,45,"N","Y"
"R3ENQLBE5138VA",5,52,56,"N","Y"
"R12EODP1AEXMHP",5,19,26,"N","N"
"R2WTPUXB3WQX8B",2,17,26,"N","N"
"R1UYMZW8ZT2MRH",5,83,85,"N","N"
"R1HO1HRCS3OY1W",5,22,23,"N","N"
"R39FJUDMDTTAU8",1,52,59,"N","N"
"R30CDRJG7VF8FL",3,19,24,"Y","N"
"RNWZI1ZKAIZU6",1,24,27,"N","Y"
"R1A47N1RKHXHLE",5,21,24,"N","N"
"RT30V650049Z5",1,31,32,"N","Y"
"R3Q6JS7X7K1I7R",4,22,26,"N","Y"
"RCPF0SWGWUTPS",4,83,92,"N","Y"
"R3OENV1MKZA77B",5,30,37,"N","N"
"R2BMRV47IWUX8F",5,34,38,"N","N"
"R8XJ0461X1T5W",5,63,70,"N","Y"
"R3HWXE0KE6KTN5",3,23,26,"Y","N"
"R3M1BSCR73FVAC",5,23,23,"N","Y"
"R1OOPQF2DWPOFE",1,27,38,"N","Y"
"R2Q0R8ZQI2Y13A",5,53,55,"N","Y"
"R2LQGCKNGQ1EDW",5,256,274,"N","N"
"RBG1C5D56SRE6",5,238,264,"N","N"
"R3P8BBVIK8I6CP",4,28,28,"N","Y"
"RL0A2GMSKAAXB",1,24,24,"N","Y"
"RZJZ66X4WJRP5",5,75,78,"N","N"
"R332PEDUWGDRKA",5,24,26,"N","Y"
"R1TQW0QC3CZJCI",5,99,101,"N","N"
"R1WP4GOTIAS6DY",5,29,31,"N","Y"
"R2VLRKVKVMSNFW",5,23,23,"N","N"
"R3F7RPLLWYW0C9",5,31,32,"N","N"
"R2KO2820PIQYJ6",1,25,37,"N","N"
"R2WYGKAPTDPZB",1,60,70,"N","Y"
"R2LMR6P2IQMJYZ",5,34,38,"N","Y"
"R3I3ZZ38S1TH0P",5,34,38,"N","Y"
"R3UVIEH13JFQKA",4,34,37,"N","N"
"RG51MJEMYWK57",5,20,21,"N","N"
"RCIJ8VBUI1AXF",1,54,64,"N","N"
"RPEW8H2FFC5HQ",4,24,28,"N","Y"
"R3L7OF494WWAOG",4,34,35,"N","N"
"R25V0YTMYD26RG",5,18,34,"N","Y"
"R1GX76M63ST6D4",1,49,52,"N","Y"
"R1W2DW8M7TPBD",4,24,26,"N","Y"
"RBO6PH3JCNV94",5,29,32,"N","Y"
"R32U087Z78EPPU",5,65,71,"N","N"
"RG86CCYFFNT7J",5,32,33,"N","Y"
"R1CAF51861ARS8",5,46,51,"N","N"
"R1Z2C6IF9GMIZ9",2,22,26,"N","Y"
"R3UMTB3QN3HFLP",5,27,28,"N","Y"
"R1MH7L0VI9GBMN",5,28,29,"N","Y"
"RGROLAMYPF8IH",5,22,23,"N","Y"
"R1KTTUVNLP0TI3",4,21,21,"N","Y"
"R1F3M3E6Y1OQNC",5,22,26,"N","Y"
"R1G2RJ073K2K9",5,21,21,"N","Y"
"RWWEN1SLH73XS",1,27,30,"N","Y"
"R5JQQYG0H8IAD",5,39,45,"N","Y"
"R2VSI6IFP53ZMZ",5,17,24,"N","N"
"R2CVP4PYW9WT3H",5,303,322,"N","N"
"R1Y73D7IDPR17P",5,67,69,"N","Y"
"R3SCAVLXQFSXHV",3,37,48,"N","Y"
"R2UY1UBFZDRAHO",1,351,392,"N","Y"
"R19DF8MCSU3D4C",5,59,67,"N","N"
"R2TJXD07R3ID5E",2,23,23,"N","N"
"R2E58QDMCV8UTI",5,24,24,"N","Y"
"RKQU1V6O67RWL",5,187,192,"N","Y"
"R2GVWJ23C55JOY",3,65,68,"N","N"
"R3H41PMDPZOLZ2",4,21,23,"N","Y"
"R3M80WUFN8RE2N",5,23,26,"N","N"
"RDQ267PCOS1XT",2,30,38,"N","Y"
"R852YW3SE34GM",4,56,58,"N","Y"
"R2PR063XF7EJIK",4,22,25,"N","Y"
"R23MYGLCJ9HPRG",4,23,25,"N","Y"
"R1QFJPH6HBF2HL",5,26,30,"N","Y"
"R3P4MYHD4DZ7YA",5,70,74,"N","Y"
"REEKKLQYPR52P",5,224,228,"N","Y"
"RS4Y3XZ8SA6WA",3,13,21,"N","Y"
"RVE7810UUMXRH",1,17,21,"N","N"
"R2URL4CAVJAPT3",5,38,46,"N","N"
"R2GHJRBLWCXRTB",5,32,34,"N","Y"
"R3OXPWUC7AD8OS",5,197,200,"N","Y"
"RSFMBB1LZ65YV",5,181,193,"N","Y"
"RGAKSCRXSJVOU",5,38,48,"N","Y"
"R2P9QYP0DKUCP5",3,37,37,"N","Y"
"RGPHQ8G2E0HR2",4,21,34,"N","N"
"R3JCI03N7EQCZN",5,53,53,"N","Y"
"R1SUCPEJT71DVC",1,85,94,"N","Y"
"R1NXY8A0WZ16FJ",5,36,37,"N","Y"
"R1AOL427OB8XKT",3,23,28,"N","N"
"R2AOY351VSYEAP",5,29,29,"N","N"
"R1T8SY4OTIHLD1",5,140,141,"N","Y"
"R3MODX66ZHLFXD",4,87,94,"N","Y"
"R2F0TRYIF3HXZ3",5,59,64,"N","N"
"R11RPZO28PLTIO",1,31,36,"N","N"
"R161F87XSPJUN6",5,45,54,"N","Y"
"R1RIRDWJY70ODQ",4,64,68,"N","Y"
"RGWUBTYDTFP8F",3,16,21,"Y","N"
"R3N1WGI02DI6Q4",5,43,47,"N","Y"
"R2TJQQ94NXK9JL",5,34,34,"N","Y"
"R21YA3UJVA164A",4,29,33,"N","Y"
"R3MX62J9OG0RMA",1,24,25,"N","N"
"R2ZKY6QUW86KYI",3,64,77,"N","Y"
"RABNT9XFJDF6V",4,27,30,"N","N"
"R1CCUTWQQ7PLTK",4,29,34,"N","Y"
"ROSHMIY73NNHH",1,21,24,"N","Y"
"R16UXJ5LMM0I92",5,24,26,"N","N"
"R2754H4JAXQQ3V",1,17,31,"N","Y"
"RU8GYDNF7ZY6I",5,20,21,"N","Y"
"R33YDD0NF8Z0UF",5,180,182,"N","Y"
"R3SGVM4HLPU8RT",5,73,78,"N","Y"
"R1H45D2HORCH49",1,48,65,"N","N"
"RXR9FHR1L3MHI",5,28,33,"N","N"
"RMMSVPJF0UW4S",1,19,28,"N","Y"
"R1NIA1B1GL8NEY",5,93,104,"N","N"
"RBI57UNNP9R02",4,17,21,"N","Y"
"R2XHQM2XMI5I8R",4,24,26,"N","N"
"R1S8LZ4QV4NOG9",5,34,34,"N","Y"
"R24A82GBVFX90J",3,26,28,"N","Y"
"R325DLBBIVZ71S",5,45,45,"N","Y"
"R25NGYDGKC53R8",1,27,36,"N","Y"
"R1SXMQLSNFZQW3",5,27,31,"N","Y"
"R2C3OKVYVDYCQD",5,29,30,"N","Y"
"R3R0G27VTFQ6Y2",5,182,191,"N","Y"
"R3EO35X8727EV7",5,87,90,"N","N"
"R2BTXP87H7I6VM",2,76,87,"N","N"
"R3SFS7E7TRWNAB",5,23,23,"N","N"
"R236N7GL68QNEM",5,146,189,"N","Y"
"R3PBBQA3X8FJO9",5,32,36,"N","N"
"R3G802YHKOZ5TM",5,27,31,"N","Y"
"R36RM37JFB3H2F",1,65,83,"N","Y"
"R1QVOWOSLYZFFV",4,25,25,"N","Y"
"R2A9UY05W8JSO8",5,15,22,"N","Y"
"R2B8V4HI5RZLL1",5,28,29,"N","Y"
"R3K60R7KW7BQQG",4,80,88,"N","Y"
"R3SESYZQDAUPJ4",5,22,29,"N","N"
"R3DMM5CXKMGE75",3,33,51,"N","Y"
"RKM07VXCJBQJC",5,196,214,"N","N"
"RI565B8NE2G8M",5,45,52,"N","Y"
"R1VS02CW0C87E5",5,132,134,"N","Y"
"R32SG516JTYO2G",4,111,117,"N","Y"
"R7EUI9IRFO3WH",5,39,40,"N","Y"
"R24LZBZ0B1NL45",4,25,30,"N","Y"
"R3PNI8TWB0TZOA",5,26,26,"N","N"
"R1VA9EPRNJ87C9",4,28,28,"N","N"
"R2EFZHGSDDKJR",5,192,208,"N","Y"
"R1KLJZTR6MMNEW",5,26,27,"N","Y"
"R9VO1JWL574ZG",4,38,38,"N","Y"
"R26BZQF4XPNKHQ",4,30,36,"N","Y"
"R2HNBJ88BDNXPO",5,27,27,"N","Y"
"R3KZ5BDHITOIX8",2,41,42,"N","Y"
"R27MYS7D2G04KP",5,25,25,"N","N"
"R1GG23SYLR6OMU",5,37,37,"N","Y"
"R1WDMADLAEOWV5",4,19,23,"N","Y"
"R1UQ6YEBCFA5R3",5,39,41,"N","N"
"RQEGHCYIFCAZ",1,36,49,"N","Y"
"RNIXFTKV2NWLX",5,22,23,"N","Y"
"R2PA8F965KYHGI",1,169,195,"N","Y"
"R1NWP7XZ7DKH6P",5,92,100,"N","N"
"R3GM9ZJRJRWO7X",1,12,23,"N","Y"
"R1DB66GGMPZBP9",5,295,307,"N","Y"
"RTO1DXR1X4WG8",4,21,23,"N","Y"
"R22CUDXRJ25LSO",5,73,77,"N","N"
"R11L1RJKJFIY22",1,24,33,"N","N"
"RJHCELL7GDD6V",5,29,31,"N","Y"
"RY1GONLJJP2XD",5,30,36,"N","Y"
"RCS6JJ2GAIAN0",1,56,67,"N","Y"
"R13CEUXI00A8H4",5,29,30,"N","Y"
"RYP0TVHF3WT4T",5,75,78,"N","Y"
"R2ACY1VPMPDSQA",5,106,111,"N","N"
"R6RLP9Q7JG9JA",5,41,46,"N","Y"
"R18068BIK35W4Q",2,30,41,"N","N"
"R33FTMNG2D23CZ",4,96,125,"N","Y"
"R37XB6S2Q9IVMI",5,93,96,"N","N"
"R31699R504BI9A",5,46,53,"N","Y"
"R3KSP0JRLM4SK0",4,335,362,"N","Y"
"R8CK9JGB4BT21",3,27,34,"N","N"
"R1GSGUR97WYZWA",1,19,24,"N","N"
"R1WF8338UHSDQE",4,49,52,"N","N"
"R1ER3EFYWOUDKE",4,25,28,"N","Y"
"R1JLUBWAXFZEW4",1,30,33,"N","Y"
"R228SEMHVPFBI0",4,45,49,"N","N"
"R34W4XNE5GHJQE",5,116,123,"N","Y"
"R2Z6BPUTZ2U6LL",5,25,26,"N","Y"
"R17U7O7KRHXYGS",5,89,119,"N","Y"
"R4G1I14XUBKVC",3,33,36,"N","Y"
"R1NT4VERRO6YUL",5,18,21,"N","Y"
"R29ON16MC0BL6Z",3,44,46,"N","Y"
"R1ABEKVTGMB0NV",5,343,347,"N","Y"
"R1ZQC30F37FFTM",1,24,24,"N","N"
"R31SDUZ99O2NFA",4,29,35,"N","N"
"R3VV3ZFH6RS7YT",1,268,339,"N","Y"
"R1AGD9G9T3Q3JR",5,19,21,"N","Y"
"R22WDKUC9F577G",1,32,35,"N","Y"
"R3VZVL1WK2ZCM2",5,26,27,"N","Y"
"R1V546Z4P0WOVS",1,18,21,"N","Y"
"R3T54CZ1U5DA3Y",5,25,25,"N","Y"
"RTF55JI75XH1T",5,22,29,"N","N"
"R1DWF37K24BE9U",5,367,409,"N","Y"
"R2CCZ8F2JHL2WN",5,31,32,"N","Y"
"R3ABO27EKB7JJE",3,29,34,"N","Y"
"R2H3VHQGQ6R1C4",5,23,25,"N","Y"
"RLRSYIS5ZIVG",5,27,27,"N","N"
"RZEQFTE7VPEG0",1,21,30,"N","Y"
"RWDZ8MIL5S3DX",3,20,22,"N","Y"
"RUJ82BO7UDTGW",3,27,29,"N","N"
"R178PAW93F56AR",5,20,21,"N","Y"
"R3OMKAAQFUJ0K",4,27,30,"N","N"
"RNJD3ZHI0O4DN",5,22,23,"N","N"
"R2IO77QGAM90J5",5,21,28,"N","N"
"R179W64R4WURTB",5,31,36,"N","N"
"R1WTYN5KWN6UTN",1,16,24,"N","Y"
"R1EB1UKWZLPXJV",5,28,30,"N","Y"
"R2HPC2RZN0095Z",5,19,22,"N","Y"
"RW7XK5GPA4PPM",1,85,91,"N","Y"
"R2VMGV9WRIW142",5,87,88,"N","Y"
"RR5Y420BKTIQV",2,34,67,"N","Y"
"ROVCD2QFSGF8W",4,26,28,"N","Y"
"R2QHYUIOBY9L69",5,36,38,"N","Y"
"R3K41WT9FDJYT7",5,54,56,"N","N"
"R1IEOW46XZPZ5R",5,20,21,"N","N"
"RV385KV6CG58U",5,145,160,"N","Y"
"R37ZKBDXQR0Z6X",4,183,205,"N","N"
"R2D01G3N5J8L2J",2,20,22,"N","Y"
"R3VPDTPXO5V5NZ",5,38,38,"N","Y"
"R3RZMRGXPR20DX",5,51,51,"N","Y"
"R3RYAQJBZ00C4Y",5,45,49,"N","N"
"R3LOBLVV6Y2EBP",3,13,25,"N","N"
"R3IYT1H05XO39V",4,39,54,"N","Y"
"R30FKA72IWVLN0",1,14,25,"N","Y"
"RN3MG83ZHWXG0",2,44,49,"N","Y"
"RWUQQXT7IG64U",5,29,30,"N","Y"
"R2YHC1NFK8X8LE",5,21,21,"N","Y"
"R3PT01HMSG4CGG",4,24,27,"N","N"
"R27NTE6LLULQOA",4,32,34,"N","Y"
"R1SJL6AF9JBDYO",5,54,55,"N","Y"
"R3KK8FENG4JHYK",1,62,70,"N","N"
"R1F3WLHHAV3OMI",4,21,21,"N","Y"
"R3G0F9K6GXL9HE",3,54,65,"N","N"
"R1FJZSHHUCUUL5",4,155,166,"N","N"
"R248CK2SKB4KI7",1,16,25,"N","Y"
"R25HPRFUSASIE7",5,23,25,"N","N"
"R1RZPQIHJWRXE9",5,20,22,"N","N"
"RBTXV1YF585DE",4,116,127,"N","N"
"R2PXDY6GUBGUTT",5,29,31,"N","Y"
"R3GTSK1MU87OH7",5,50,52,"N","N"
"R1X4LUL7AU190F",5,34,35,"N","Y"
"RAWW9PUKKRHQO",5,26,26,"N","Y"
"R2YJHIZNKN70PS",3,47,55,"N","N"
"R1K274UMTZPNLB",5,33,34,"N","Y"
"RX4Q9WL2B8STU",1,37,40,"N","Y"
"R7EUYCRFBAFPA",5,28,32,"N","N"
"R29O3Z4KFTRVTB",3,30,36,"N","N"
"R1KCRJXC6XJJFD",5,40,40,"N","Y"
"R2YVFK90BFJ52",5,38,38,"N","Y"
"R1OHFEMUKZN79I",4,47,56,"N","Y"
"R24HSXA9KTH77H",4,333,347,"N","Y"
"R3UKIGKO49HCD1",5,42,48,"N","Y"
"R3SUWYYW8R7KME",5,35,43,"N","N"
"R68HJI4CEI5I6",5,21,21,"N","N"
"ROJH6154NHJB7",5,23,23,"N","Y"
"R1O5OPYAXKULPY",5,37,43,"N","Y"
"R3731N1LFGQTKR",5,42,45,"N","Y"
"R1TEDA7HLUSD82",4,23,27,"N","N"
"RK0GSNHE6MPDJ",5,25,25,"N","Y"
"RGT6GLK63II1U",2,26,27,"N","Y"
"R2K1T14WSNX9WX",5,50,51,"N","Y"
"RXGHKM2D1KWRM",5,51,56,"N","Y"
"RFRFFT8O7MAX6",5,29,29,"N","Y"
"RFKM6YRVHVXNF",3,30,32,"N","Y"
"ROT1ZTWZJAKQ2",5,35,37,"N","N"
"RHQBJ6EFUQM6T",1,74,83,"N","Y"
"RG76OYBLZRLKW",5,69,81,"N","N"
"R27DJTEHUHF1NX",3,65,78,"N","N"
"R1R8YGRJP3QP0M",5,27,30,"N","Y"
"R17FGC54KTE72K",5,27,28,"N","Y"
"RBE00ELNBAKL8",5,36,37,"N","Y"
"R3UF3HY4DRAP7",3,164,186,"N","N"
"R1T0K1KV1QLWRO",4,104,106,"N","Y"
"R1NCLQW7ROBSMY",4,27,27,"N","N"
"R3KO4TQDASSFY9",5,80,88,"N","N"
"R2VIIKC2Q7OCZG",1,70,94,"N","Y"
"R16DK77YV3L5W0",3,23,24,"N","Y"
"R2MH6713VD1QV5",1,25,29,"N","Y"
"RDUPJPYM37C93",4,31,39,"N","Y"
"R1XBJCX2809X1N",4,22,23,"N","Y"
"R8BTA4BO75XOS",5,29,38,"N","Y"
"RP0KK3EAMWTS",5,1102,1133,"N","N"
"R3TQWX0EUFRL1B",5,93,94,"N","Y"
"R37MK35GZB0PU1",5,34,37,"N","Y"
"RXKLT3N31NWWU",3,43,51,"N","N"
"R3ODV6Y5C3UJVT",3,22,22,"N","N"
"R32RE9CC5574WH",4,62,71,"N","N"
"R1DCNMTQ4ETZMR",5,202,216,"N","N"
"R1S5YUUDVNSEKP",4,31,33,"N","Y"
"R1NQ1M0IYJMFKK",5,87,107,"N","N"
"R1XLSAUYN63C7W",3,13,25,"N","Y"
"RGH9APIMQPZH",4,22,23,"Y","N"
"R370DCN2YOXALH",5,43,44,"N","Y"
"R2MK83CW5NDGJY",5,40,44,"N","Y"
"R1P13NCTW6C08O",1,28,40,"N","N"
"R3JCNBMABMMAB1",5,33,35,"N","Y"
"R3AJYFFBQYURQP",4,26,27,"N","Y"
"R11V0KRJVJOU15",5,53,57,"N","Y"
"R8RKF8OJ67BU9",5,48,56,"N","Y"
"R3J1YDXZKPFBT3",4,75,79,"N","Y"
"R2KH43GZZBEVI0",5,20,23,"N","N"
"R3TR4OMQ9OOJY7",2,17,21,"N","Y"
"RBM3DCOBA2YLN",1,16,25,"N","N"
"R2DW7FA80ENAU3",1,29,36,"N","Y"
"R1O2RL7JB4UM7N",5,29,29,"N","Y"
"R1FH9NMDO8EEZG",3,50,58,"N","Y"
"R3BCPZWNIZQJH5",5,58,60,"N","N"
"RXO5VCKW5DH1L",4,25,28,"N","Y"
"R17IG16KQ5ZKTW",5,24,25,"N","N"
"R107WRNFLJK3SQ",5,40,44,"N","Y"
"R1W36SZPA6PTL",3,45,55,"N","Y"
"R149KDZ97QVLN8",3,43,46,"N","N"
"RVB35S0XLPID0",5,25,29,"N","Y"
"R1B6MM9NXYJSPX",5,43,43,"N","N"
"ROPAV9ZIUD0QI",3,191,204,"N","N"
"R37ODW1KOQGXGX",1,20,24,"N","Y"
"RHJOKEEA9P951",5,14,26,"N","N"
"RFIDKN67YVDBI",5,22,27,"N","Y"
"R18L8VG81D4ZNA",5,47,50,"N","N"
"RT9LAGT3SVKKF",5,49,51,"N","N"
"R3T89K0MFDC80C",1,78,113,"N","Y"
"R1UA900Q4Z2HSZ",1,13,23,"N","Y"
"R3T4VZRBG8GK6P",1,80,109,"N","Y"
"RDSJWVDF96K7Z",5,58,60,"N","Y"
"R23XAIT8U25ZZD",1,28,34,"N","N"
"R3JQSV9HU0WJDP",5,679,693,"N","Y"
"RLOULBZD8ZITU",5,22,23,"N","Y"
"R2KZFS9GTWTV4C",5,21,22,"N","Y"
"R2K1U15OI81TC5",5,132,132,"N","Y"
"RQGU3THDKW8H9",4,28,34,"N","N"
"R3ABI7DXXFLOW2",5,63,73,"N","Y"
"R28IEAMLA5747T",5,65,78,"N","N"
"R3JTB87426SIJ0",3,57,64,"N","Y"
"R1NDHI80V348F9",5,32,35,"N","N"
"R39XL6SH51DUWO",3,29,31,"N","N"
"R1PCQZ6NBZIKQ9",1,25,35,"N","N"
"R1IN8TS3C37XQT",5,21,22,"N","Y"
"R2RXHKN16V2PAS",1,25,48,"N","Y"
"R1BU2EJQC2NE3O",5,18,25,"N","N"
"R22GP3450XRPMP",5,50,57,"N","Y"
"R36KYBJC4PGTUK",5,13,24,"N","N"
"R22OQ585XAIWVA",5,60,70,"N","N"
"R3VYO9UU301WKH",5,26,28,"N","Y"
"RK11JHJFTJJWH",3,27,38,"N","Y"
"R332RN8BFJZ577",4,26,32,"N","N"
"R3S9PZ3P48GUKS",5,109,111,"N","Y"
"R2XEQDRMNEKK90",4,34,41,"N","Y"
"R16T07VGK0LTSO",5,37,41,"N","N"
"R2NRIDPUHTCLBV",5,19,21,"N","N"
"R2IWB1HW6J1W24",3,18,23,"N","Y"
"R2N6Z62VV02I8T",5,22,24,"N","Y"
"R3MNPJPNLR6U9R",3,27,31,"N","Y"
"RU73HR4XTEB7T",5,23,31,"N","Y"
"R96Y2S2Z9JOYN",5,35,38,"N","N"
"RMJ4PFX1RRJNV",1,20,29,"N","Y"
"R31RBLWVS7RTVA",5,35,35,"N","N"
"R2LLJ5FYZZP7C",5,62,65,"N","Y"
"R5FC7CCI6CO0N",4,20,23,"N","N"
"RXP0A7A4HH2AT",5,44,48,"N","N"
"REXWNQ892USBZ",3,26,26,"N","Y"
"R24QEZPKIC0FFY",5,80,84,"N","Y"
"R2N4FRCR2A43MR",5,63,67,"N","Y"
"R3SVQ3AJ4OB61T",5,38,40,"N","N"
"R2YWDTAX33S9U",1,18,29,"N","Y"
"R222NCBOWSRT5P",1,15,23,"N","Y"
"R1PY0RMLVH6448",5,32,32,"N","Y"
"R3ITTZHIK2OBK2",5,28,28,"N","Y"
"R3250N3BSJ3B7U",1,77,93,"N","Y"
"R3AYFZKBCFQCQJ",1,27,33,"N","Y"
"R1AR5DT67DU96C",3,52,58,"N","Y"
"R1G3C4SJA1MZ5U",2,41,44,"N","Y"
"R1O4Q7JUX5HN70",5,26,26,"N","Y"
"R33LRRDQTMWIVA",3,120,143,"N","N"
"R396SXN6N0I7PY",4,29,31,"N","N"
"R1E9NPPUAPWUZN",1,20,27,"N","N"
"R319NXVDY5DG6Q",5,52,53,"N","Y"
"RD7YNG5C9T2IF",4,25,31,"N","N"
"R3R6EQ0HY10A8Y",5,15,24,"N","N"
"RKGWKF9LW9EFA",5,36,38,"N","Y"
"R1RRBCW7X9A8KH",5,69,81,"N","Y"
"R1M93Q5PMDDEEG",4,39,45,"N","Y"
"RIWENE5X7IJ4W",5,19,22,"N","N"
"R8G0V983OICZ8",5,456,459,"N","Y"
"R345KUJ1TA7CEZ",5,159,188,"N","N"
"R25YNQ9JFFMICK",3,30,30,"N","Y"
"R2VTBQCAWUHEAR",5,33,34,"N","Y"
"R1UAACMO6YVISE",5,57,63,"N","N"
"R3P8H21FNJ4FZZ",5,48,55,"N","Y"
"R10JLGVFS9OUXX",2,28,42,"N","Y"
"RBXS0AXONXM7K",3,35,38,"N","N"
"R2CWGAW71EV8DW",5,61,62,"N","N"
"R1F1B5G08VW4HI",5,37,40,"N","Y"
"R16I1TXHAJ4OIL",5,38,41,"N","N"
"R2969APC4NZ8GZ",4,26,35,"N","Y"
"RR1QREXL19UAH",3,19,34,"N","Y"
"R3405W8YRDR609",4,194,205,"N","Y"
"R9R3KLDKD0UA5",5,898,975,"N","N"
"R1LK0DSMJEOILA",1,20,23,"N","N"
"R1OYOP5483M15L",3,188,199,"N","Y"
"R1J6PTA3I8D17N",5,2330,2381,"N","Y"
"R1PKVLU1Q5RC1",5,207,242,"N","N"
"R2UNUUMSZN5ZCZ",4,40,43,"N","Y"
"RCU759QWFILMH",3,55,68,"N","N"
"R24VGC18DVJUPR",5,44,45,"N","Y"
"R3ZOAI279C571",4,28,29,"N","Y"
"R327VW2VGPYA7K",2,50,60,"N","N"
"R3SL1Z5AH0DJUB",1,114,128,"N","Y"
"R74UPAFVEDFV2",1,26,32,"N","N"
"R1X0HVYOSIISCS",5,33,37,"N","Y"
"R8HXHTIENBT5T",3,300,323,"N","Y"
"R2WFSOUFFHBY98",5,58,64,"N","N"
"RMCPETHXV5COT",5,18,21,"N","N"
"R38VWZDOGWRDHU",5,19,25,"N","Y"
"R2XIWTWQPEI9DO",5,33,45,"N","N"
"R1Q00HU70HBNP9",5,22,26,"N","Y"
"R38XNFECUGBI3J",1,48,90,"N","Y"
"RDKY0IAGGT1T9",4,27,35,"N","N"
"R2PVTB7N8K7YP0",3,31,35,"N","N"
"R2ZMWJPIHPWYG7",3,48,63,"N","N"
"RGL30V12DQ0FJ",4,22,23,"N","Y"
"R2263BECZ9A706",4,103,119,"N","Y"
"R2NGJWLBHEKJEX",4,89,91,"N","N"
"R378NFFHGIUAZB",5,35,40,"N","N"
"R20AZ72WVS6AT0",5,105,111,"N","Y"
"R2XXVLRDNS941M",5,13,21,"N","Y"
"R39JXRZFESGN52",3,41,53,"N","N"
"R4WASOLHWJNC6",5,30,33,"N","Y"
"RP8I6T9S70KMU",4,123,139,"N","N"
"RMPNLF7KUFYJ8",5,29,38,"N","N"
"R2VNMOQDRR9CP1",2,418,492,"N","N"
"R3IS4WTASWKK5K",5,173,206,"N","Y"
"R13PWUQP8SUKC4",5,94,96,"N","Y"
"R1CD5UOQRI2N67",2,11,21,"N","Y"
"R2CASM2W9AAJ12",1,43,49,"N","N"
"RCFR92FI5HDYW",3,19,21,"N","Y"
"R2REFIDAMT2TBI",1,18,24,"N","N"
"R382CJ5DTST7EH",1,15,30,"N","N"
"R13U4770BK1UG7",2,22,27,"N","Y"
"R8JNIW9B68CP2",5,319,346,"N","N"
"R131BQAZMVLOK7",4,23,27,"N","Y"
"R2XXEVYD9B8IHQ",1,17,27,"N","N"
"R3BAPB8FZXVS4V",5,50,50,"N","Y"
"R2637ZK1Q9ITEQ",2,38,51,"N","N"
"RDQVR48SG4MM9",5,31,35,"N","Y"
"R2H0UE6FB0TFGA",4,27,29,"N","N"
"R1ISFYCH53501B",5,50,54,"N","Y"
"RG7GGXKJYSNWR",5,256,283,"N","N"
"R3HFAWPZSNJ0FP",3,18,27,"N","Y"
"R1P6VNT9ASZYSX",4,675,729,"N","N"
"R3L5NHD5B1QF4S",5,19,25,"N","Y"
"R3KMGV6A4PSJ2A",3,60,66,"N","Y"
"R1C9K083RS7Q6X",5,15,26,"N","N"
"R36ZDDSKA5Y3UC",5,14,28,"N","N"
"R3BX7BKLO72W41",1,38,45,"N","Y"
"R1N6RF5P3YLGQO",4,72,84,"N","Y"
"R2SK5KXP0EH69P",4,230,252,"N","Y"
"R2URAARVQR3P13",1,27,32,"N","Y"
"R2H1I94ZX1WE4O",1,18,21,"N","Y"
"RDD7AZHDAQ5TA",5,131,133,"N","Y"
"R1N49OH5P2W2PF",5,90,94,"N","Y"
"R1XXAOLY3M6VCP",4,30,36,"N","Y"
"R2567W0PR1U3AC",3,16,21,"N","N"
"R2LBDNTC1HSY60",3,45,54,"N","Y"
